ChpVrsNdx,NumWrd,bPilcrow,PText,RText,Footnote
17420,15,0,"Kings of armies did flee apace: and she that tarried at home divided the spoil.","Kings of armies did flee apace: and she that tarried at home divided the spoil.",""
17421,26,0,"Though ye have lien among the pots, yet shall ye be as the wings of a dove covered with silver, and her feathers with yellow gold.","Though ye have lien among the pots, <i>yet shall ye be as</i> the wings of a dove covered with silver, and her feathers with yellow gold.",""
17422,14,0,"When the Almighty scattered kings in it, it was white as snow in Salmon.","When the Almighty scattered kings in it, it was <i>white</i> as snow in Salmon.",""
17423,18,1,"The hill of God is as the hill of Bashan; an high hill as the hill of Bashan.","¶The hill of God <i>is as</i> the hill of Bashan; an high hill <i>as</i> the hill of Bashan.",""
17424,25,0,"Why leap ye, ye high hills? this is the hill which God desireth to dwell in; yea, the LORD will dwell in it for ever.","Why leap ye, ye high hills? <i>this is</i> the hill <i>which</i> God desireth to dwell in; yea, the L<font size=""-1"">ORD</font> will dwell <i>in it</i> for ever.",""
17425,23,0,"The chariots of God are twenty thousand, even thousands of angels: the Lord is among them, as in Sinai, in the holy place.","The chariots of God <i>are</i> twenty thousand, <i>even</i> thousands of angels: the Lord <i>is</i> among them, <i>as in</i> Sinai, in the holy <i>place</i>.",""
17426,29,0,"Thou hast ascended on high, thou hast led captivity captive: thou hast received gifts for men; yea, for the rebellious also, that the LORD God might dwell among them.","Thou hast ascended on high, thou hast led captivity captive: thou hast received gifts for men; yea, <i>for</i> the rebellious also, that the L<font size=""-1"">ORD</font> God might dwell <i>among them</i>.",""
17427,17,0,"Blessed be the Lord, who daily loadeth us with benefits, even the God of our salvation. Selah.","Blessed <i>be</i> the Lord, <i>who</i> daily loadeth us <i>with benefits, even</i> the God of our salvation. Selah.",""
17428,20,0,"He that is our God is the God of salvation; and unto GOD the Lord belong the issues from death.","<i>He that is</i> our God <i>is</i> the God of salvation; and unto G<font size=""-1"">OD</font> the Lord <i>belong</i> the issues from death.",""
17429,24,0,"But God shall wound the head of his enemies, and the hairy scalp of such an one as goeth on still in his trespasses.","But God shall wound the head of his enemies, <i>and</i> the hairy scalp of such an one as goeth on still in his trespasses.",""
17430,21,1,"The Lord said, I will bring again from Bashan, I will bring my people again from the depths of the sea:","¶The Lord said, I will bring again from Bashan, I will bring <i>my people</i> again from the depths of the sea:",""
17431,21,0,"That thy foot may be dipped in the blood of thine enemies, and the tongue of thy dogs in the same.","That thy foot may be dipped in the blood of <i>thine</i> enemies, <i>and</i> the tongue of thy dogs in the same.",""
17432,18,0,"They have seen thy goings, O God; even the goings of my God, my King, in the sanctuary.","They have seen thy goings, O God; <i>even</i> the goings of my God, my King, in the sanctuary.",""
17433,18,0,"The singers went before, the players on instruments followed after; among them were the damsels playing with timbrels.","The singers went before, the players on instruments <i>followed</i> after; among <i>them were</i> the damsels playing with timbrels.",""
17434,14,0,"Bless ye God in the congregations, even the Lord, from the fountain of Israel.","Bless ye God in the congregations, <i>even</i> the Lord, from the fountain of Israel.",""
17435,23,0,"There is little Benjamin with their ruler, the princes of Judah and their council, the princes of Zebulun, and the princes of Naphtali.","There <i>is</i> little Benjamin <i>with</i> their ruler, the princes of Judah <i>and</i> their council, the princes of Zebulun, <i>and</i> the princes of Naphtali.",""
17436,16,0,"Thy God hath commanded thy strength: strengthen, O God, that which thou hast wrought for us.","Thy God hath commanded thy strength: strengthen, O God, that which thou hast wrought for us.",""
17437,12,0,"Because of thy temple at Jerusalem shall kings bring presents unto thee.","Because of thy temple at Jerusalem shall kings bring presents unto thee.",""
17438,33,0,"Rebuke the company of spearmen, the multitude of the bulls, with the calves of the people, till every one submit himself with pieces of silver: scatter thou the people that delight in war.","Rebuke the company of spearmen, the multitude of the bulls, with the calves of the people, <i>till every one</i> submit himself with pieces of silver: scatter thou the people <i>that</i> delight in war.",""
17439,15,0,"Princes shall come out of Egypt; Ethiopia shall soon stretch out her hands unto God.","Princes shall come out of Egypt; Ethiopia shall soon stretch out her hands unto God.",""
17440,15,1,"Sing unto God, ye kingdoms of the earth; O sing praises unto the Lord; Selah:","¶Sing unto God, ye kingdoms of the earth; O sing praises unto the Lord; Selah:",""
17441,25,0,"To him that rideth upon the heavens of heavens, which were of old; lo, he doth send out his voice, and that a mighty voice.","To him that rideth upon the heavens of heavens, <i>which were</i> of old; lo, he doth send out his voice, <i>and that</i> a mighty voice.",""
17442,17,0,"Ascribe ye strength unto God: his excellency is over Israel, and his strength is in the clouds.","Ascribe ye strength unto God: his excellency <i>is</i> over Israel, and his strength <i>is</i> in the clouds.",""
17443,27,0,"O God, thou art terrible out of thy holy places: the God of Israel is he that giveth strength and power unto his people. Blessed be God.","O God, <i>thou art</i> terrible out of thy holy places: the God of Israel <i>is</i> he that giveth strength and power unto <i>his</i> people. Blessed <i>be</i> God.",""
17665,13,0,"Save me, O God; for the waters are come in unto my soul.","Save me, O God; for the waters are come in unto my soul.",""
17666,21,0,"I sink in deep mire, where there is no standing: I am come into deep waters, where the floods overflow me.","I sink in deep mire, where <i>there is</i> no standing: I am come into deep waters, where the floods overflow me.",""
17667,19,0,"I am weary of my crying: my throat is dried: mine eyes fail while I wait for my God.","I am weary of my crying: my throat is dried: mine eyes fail while I wait for my God.",""
17668,35,0,"They that hate me without a cause are more than the hairs of mine head: they that would destroy me, being mine enemies wrongfully, are mighty: then I restored that which I took not away.","They that hate me without a cause are more than the hairs of mine head: they that would destroy me, <i>being</i> mine enemies wrongfully, are mighty: then I restored <i>that</i> which I took not away.",""
17669,14,0,"O God, thou knowest my foolishness; and my sins are not hid from thee.","O God, thou knowest my foolishness; and my sins are not hid from thee.",""
17670,32,0,"Let not them that wait on thee, O Lord GOD of hosts, be ashamed for my sake: let not those that seek thee be confounded for my sake, O God of Israel.","Let not them that wait on thee, O Lord G<font size=""-1"">OD</font> of hosts, be ashamed for my sake: let not those that seek thee be confounded for my sake, O God of Israel.",""
17671,13,0,"Because for thy sake I have borne reproach; shame hath covered my face.","Because for thy sake I have borne reproach; shame hath covered my face.",""
17672,15,0,"I am become a stranger unto my brethren, and an alien unto my mother's children.","I am become a stranger unto my brethren, and an alien unto my mother's children.",""
17673,22,0,"For the zeal of thine house hath eaten me up; and the reproaches of them that reproached thee are fallen upon me.","For the zeal of thine house hath eaten me up; and the reproaches of them that reproached thee are fallen upon me.",""
17674,14,0,"When I wept, and chastened my soul with fasting, that was to my reproach.","When I wept, <i>and chastened</i> my soul with fasting, that was to my reproach.",""
17675,13,0,"I made sackcloth also my garment; and I became a proverb to them.","I made sackcloth also my garment; and I became a proverb to them.",""
17676,17,0,"They that sit in the gate speak against me; and I was the song of the drunkards.","They that sit in the gate speak against me; and I <i>was</i> the song of the drunkards.",""
17677,31,1,"But as for me, my prayer is unto thee, O LORD, in an acceptable time: O God, in the multitude of thy mercy hear me, in the truth of thy salvation.","¶But as for me, my prayer <i>is</i> unto thee, O L<font size=""-1"">ORD</font>, <i>in</i> an acceptable time: O God, in the multitude of thy mercy hear me, in the truth of thy salvation.",""
17678,26,0,"Deliver me out of the mire, and let me not sink: let me be delivered from them that hate me, and out of the deep waters.","Deliver me out of the mire, and let me not sink: let me be delivered from them that hate me, and out of the deep waters.",""
17679,23,0,"Let not the waterflood overflow me, neither let the deep swallow me up, and let not the pit shut her mouth upon me.","Let not the waterflood overflow me, neither let the deep swallow me up, and let not the pit shut her mouth upon me.",""
17680,20,0,"Hear me, O LORD; for thy lovingkindness is good: turn unto me according to the multitude of thy tender mercies.","Hear me, O L<font size=""-1"">ORD</font>; for thy lovingkindness <i>is</i> good: turn unto me according to the multitude of thy tender mercies.",""
17681,16,0,"And hide not thy face from thy servant; for I am in trouble: hear me speedily.","And hide not thy face from thy servant; for I am in trouble: hear me speedily.",""
17682,14,0,"Draw nigh unto my soul, and redeem it: deliver me because of mine enemies.","Draw nigh unto my soul, <i>and</i> redeem it: deliver me because of mine enemies.",""
17683,17,0,"Thou hast known my reproach, and my shame, and my dishonour: mine adversaries are all before thee.","Thou hast known my reproach, and my shame, and my dishonour: mine adversaries <i>are</i> all before thee.",""
17684,30,0,"Reproach hath broken my heart; and I am full of heaviness: and I looked for some to take pity, but there was none; and for comforters, but I found none.","Reproach hath broken my heart; and I am full of heaviness: and I looked <i>for some</i> to take pity, but <i>there was</i> none; and for comforters, but I found none.",""
17685,18,0,"They gave me also gall for my meat; and in my thirst they gave me vinegar to drink.","They gave me also gall for my meat; and in my thirst they gave me vinegar to drink.",""
17686,22,1,"Let their table become a snare before them: and that which should have been for their welfare, let it become a trap.","¶Let their table become a snare before them: and <i>that which should have been</i> for <i>their</i> welfare, <i>let it become</i> a trap.",""
17687,16,0,"Let their eyes be darkened, that they see not; and make their loins continually to shake.","Let their eyes be darkened, that they see not; and make their loins continually to shake.",""
17688,15,0,"Pour out thine indignation upon them, and let thy wrathful anger take hold of them.","Pour out thine indignation upon them, and let thy wrathful anger take hold of them.",""
17689,12,0,"Let their habitation be desolate; and let none dwell in their tents.","Let their habitation be desolate; <i>and</i> let none dwell in their tents.",""
17690,20,0,"For they persecute him whom thou hast smitten; and they talk to the grief of those whom thou hast wounded.","For they persecute <i>him</i> whom thou hast smitten; and they talk to the grief of those whom thou hast wounded.",""
17691,13,0,"Add iniquity unto their iniquity: and let them not come into thy righteousness.","Add iniquity unto their iniquity: and let them not come into thy righteousness.",""
17692,18,0,"Let them be blotted out of the book of the living, and not be written with the righteous.","Let them be blotted out of the book of the living, and not be written with the righteous.",""
17693,16,0,"But I am poor and sorrowful: let thy salvation, O God, set me up on high.","But I <i>am</i> poor and sorrowful: let thy salvation, O God, set me up on high.",""
17694,16,1,"I will praise the name of God with a song, and will magnify him with thanksgiving.","¶I will praise the name of God with a song, and will magnify him with thanksgiving.",""
17695,17,0,"This also shall please the LORD better than an ox or bullock that hath horns and hoofs.","<i>This</i> also shall please the L<font size=""-1"">ORD</font> better than an ox <i>or</i> bullock that hath horns and hoofs.",""
17696,16,0,"The humble shall see this, and be glad: and your heart shall live that seek God.","The humble shall see <i>this, and</i> be glad: and your heart shall live that seek God.",""
17697,11,0,"For the LORD heareth the poor, and despiseth not his prisoners.","For the L<font size=""-1"">ORD</font> heareth the poor, and despiseth not his prisoners.",""
17698,15,0,"Let the heaven and earth praise him, the seas, and every thing that moveth therein.","Let the heaven and earth praise him, the seas, and every thing that moveth therein.",""
17699,22,0,"For God will save Zion, and will build the cities of Judah: that they may dwell there, and have it in possession.","For God will save Zion, and will build the cities of Judah: that they may dwell there, and have it in possession.",""
17700,18,0,"The seed also of his servants shall inherit it: and they that love his name shall dwell therein.","The seed also of his servants shall inherit it: and they that love his name shall dwell therein.",""
17921,14,0,"Make haste, O God, to deliver me; make haste to help me, O Lord.","Make haste, O God, to deliver me; make haste to help me, O Lord.",""
17922,24,0,"Let them be ashamed and confounded that seek after my soul: let them be turned backward, and put to confusion, that desire my hurt.","Let them be ashamed and confounded that seek after my soul: let them be turned backward, and put to confusion, that desire my hurt.",""
17923,15,0,"Let them be turned back for a reward of their shame that say, Aha, aha.","Let them be turned back for a reward of their shame that say, Aha, aha.",""
17924,25,0,"Let all those that seek thee rejoice and be glad in thee: and let such as love thy salvation say continually, Let God be magnified.","Let all those that seek thee rejoice and be glad in thee: and let such as love thy salvation say continually, Let God be magnified.",""
17925,24,0,"But I am poor and needy: make haste unto me, O God: thou art my help and my deliverer; O LORD, make no tarrying.","But I <i>am</i> poor and needy: make haste unto me, O God: thou <i>art</i> my help and my deliverer; O L<font size=""-1"">ORD</font>, make no tarrying.",""
18177,16,0,"In thee, O LORD, do I put my trust: let me never be put to confusion.","In thee, O L<font size=""-1"">ORD</font>, do I put my trust: let me never be put to confusion.",""
18178,18,0,"Deliver me in thy righteousness, and cause me to escape: incline thine ear unto me, and save me.","Deliver me in thy righteousness, and cause me to escape: incline thine ear unto me, and save me.",""
18179,25,0,"Be thou my strong habitation, whereunto I may continually resort: thou hast given commandment to save me; for thou art my rock and my fortress.","Be thou my strong habitation, whereunto I may continually resort: thou hast given commandment to save me; for thou <i>art</i> my rock and my fortress.",""
18180,22,0,"Deliver me, O my God, out of the hand of the wicked, out of the hand of the unrighteous and cruel man.","Deliver me, O my God, out of the hand of the wicked, out of the hand of the unrighteous and cruel man.",""
18181,15,0,"For thou art my hope, O Lord GOD: thou art my trust from my youth.","For thou <i>art</i> my hope, O Lord G<font size=""-1"">OD</font>: <i>thou art</i> my trust from my youth.",""
18182,28,0,"By thee have I been holden up from the womb: thou art he that took me out of my mother's bowels: my praise shall be continually of thee.","By thee have I been holden up from the womb: thou art he that took me out of my mother's bowels: my praise <i>shall be</i> continually of thee.",""
18183,13,0,"I am as a wonder unto many; but thou art my strong refuge.","I am as a wonder unto many; but thou <i>art</i> my strong refuge.",""
18184,15,0,"Let my mouth be filled with thy praise and with thy honour all the day.","Let my mouth be filled <i>with</i> thy praise <i>and with</i> thy honour all the day.",""
18185,17,0,"Cast me not off in the time of old age; forsake me not when my strength faileth.","Cast me not off in the time of old age; forsake me not when my strength faileth.",""
18186,17,0,"For mine enemies speak against me; and they that lay wait for my soul take counsel together,","For mine enemies speak against me; and they that lay wait for my soul take counsel together,",""
18187,16,0,"Saying, God hath forsaken him: persecute and take him; for there is none to deliver him.","Saying, God hath forsaken him: persecute and take him; for <i>there is</i> none to deliver <i>him</i>.",""
18188,15,0,"O God, be not far from me: O my God, make haste for my help.","O God, be not far from me: O my God, make haste for my help.",""
18189,24,0,"Let them be confounded and consumed that are adversaries to my soul; let them be covered with reproach and dishonour that seek my hurt.","Let them be confounded <i>and</i> consumed that are adversaries to my soul; let them be covered <i>with</i> reproach and dishonour that seek my hurt.",""
18190,13,1,"But I will hope continually, and will yet praise thee more and more.","¶But I will hope continually, and will yet praise thee more and more.",""
18191,20,0,"My mouth shall shew forth thy righteousness and thy salvation all the day; for I know not the numbers thereof.","My mouth shall shew forth thy righteousness <i>and</i> thy salvation all the day; for I know not the numbers <i>thereof</i>.",""
18192,21,0,"I will go in the strength of the Lord GOD: I will make mention of thy righteousness, even of thine only.","I will go in the strength of the Lord G<font size=""-1"">OD</font>: I will make mention of thy righteousness, <i>even</i> of thine only.",""
18193,17,0,"O God, thou hast taught me from my youth: and hitherto have I declared thy wondrous works.","O God, thou hast taught me from my youth: and hitherto have I declared thy wondrous works.",""
18194,32,0,"Now also when I am old and grayheaded, O God, forsake me not; until I have shewed thy strength unto this generation, and thy power to every one that is to come.","Now also when I am old and grayheaded, O God, forsake me not; until I have shewed thy strength unto <i>this</i> generation, <i>and</i> thy power to every one <i>that</i> is to come.",""
18195,20,0,"Thy righteousness also, O God, is very high, who hast done great things: O God, who is like unto thee!","Thy righteousness also, O God, <i>is</i> very high, who hast done great things: O God, who <i>is</i> like unto thee!",""
18196,25,0,"Thou, which hast shewed me great and sore troubles, shalt quicken me again, and shalt bring me up again from the depths of the earth.","<i>Thou</i>, which hast shewed me great and sore troubles, shalt quicken me again, and shalt bring me up again from the depths of the earth.",""
18197,11,0,"Thou shalt increase my greatness, and comfort me on every side.","Thou shalt increase my greatness, and comfort me on every side.",""
18198,28,0,"I will also praise thee with the psaltery, even thy truth, O my God: unto thee will I sing with the harp, O thou Holy One of Israel.","I will also praise thee with the psaltery, <i>even</i> thy truth, O my God: unto thee will I sing with the harp, O thou Holy One of Israel.",""
18199,17,0,"My lips shall greatly rejoice when I sing unto thee; and my soul, which thou hast redeemed.","My lips shall greatly rejoice when I sing unto thee; and my soul, which thou hast redeemed.",""
18200,26,0,"My tongue also shall talk of thy righteousness all the day long: for they are confounded, for they are brought unto shame, that seek my hurt.","My tongue also shall talk of thy righteousness all the day long: for they are confounded, for they are brought unto shame, that seek my hurt.",""
18433,14,0,"Give the king thy judgments, O God, and thy righteousness unto the king's son.","Give the king thy judgments, O God, and thy righteousness unto the king's son.",""
18434,12,1,"He shall judge thy people with righteousness, and thy poor with judgment.","¶He shall judge thy people with righteousness, and thy poor with judgment.",""
18435,14,0,"The mountains shall bring peace to the people, and the little hills, by righteousness.","The mountains shall bring peace to the people, and the little hills, by righteousness.",""
18436,23,0,"He shall judge the poor of the people, he shall save the children of the needy, and shall break in pieces the oppressor.","He shall judge the poor of the people, he shall save the children of the needy, and shall break in pieces the oppressor.",""
18437,15,0,"They shall fear thee as long as the sun and moon endure, throughout all generations.","They shall fear thee as long as the sun and moon endure, throughout all generations.",""
18438,16,0,"He shall come down like rain upon the mown grass: as showers that water the earth.","He shall come down like rain upon the mown grass: as showers <i>that</i> water the earth.",""
18439,17,0,"In his days shall the righteous flourish; and abundance of peace so long as the moon endureth.","In his days shall the righteous flourish; and abundance of peace so long as the moon endureth.",""
18440,19,0,"He shall have dominion also from sea to sea, and from the river unto the ends of the earth.","He shall have dominion also from sea to sea, and from the river unto the ends of the earth.",""
18441,17,0,"They that dwell in the wilderness shall bow before him; and his enemies shall lick the dust.","They that dwell in the wilderness shall bow before him; and his enemies shall lick the dust.",""
18442,20,0,"The kings of Tarshish and of the isles shall bring presents: the kings of Sheba and Seba shall offer gifts.","The kings of Tarshish and of the isles shall bring presents: the kings of Sheba and Seba shall offer gifts.",""
18443,13,0,"Yea, all kings shall fall down before him: all nations shall serve him.","Yea, all kings shall fall down before him: all nations shall serve him.",""
18444,18,0,"For he shall deliver the needy when he crieth; the poor also, and him that hath no helper.","For he shall deliver the needy when he crieth; the poor also, and <i>him</i> that hath no helper.",""
18445,15,0,"He shall spare the poor and needy, and shall save the souls of the needy.","He shall spare the poor and needy, and shall save the souls of the needy.",""
18446,18,0,"He shall redeem their soul from deceit and violence: and precious shall their blood be in his sight.","He shall redeem their soul from deceit and violence: and precious shall their blood be in his sight.",""
18447,29,0,"And he shall live, and to him shall be given of the gold of Sheba: prayer also shall be made for him continually; and daily shall he be praised.","And he shall live, and to him shall be given of the gold of Sheba: prayer also shall be made for him continually; <i>and</i> daily shall he be praised.",""
18448,35,0,"There shall be an handful of corn in the earth upon the top of the mountains; the fruit thereof shall shake like Lebanon: and they of the city shall flourish like grass of the earth.","There shall be an handful of corn in the earth upon the top of the mountains; the fruit thereof shall shake like Lebanon: and <i>they</i> of the city shall flourish like grass of the earth.",""
18449,29,0,"His name shall endure for ever: his name shall be continued as long as the sun: and men shall be blessed in him: all nations shall call him blessed.","His name shall endure for ever: his name shall be continued as long as the sun: and <i>men</i> shall be blessed in him: all nations shall call him blessed.",""
18450,14,1,"Blessed be the LORD God, the God of Israel, who only doeth wondrous things.","¶Blessed <i>be</i> the L<font size=""-1"">ORD</font> God, the God of Israel, who only doeth wondrous things.",""
18451,21,0,"And blessed be his glorious name for ever: and let the whole earth be filled with his glory; Amen, and Amen.","And blessed <i>be</i> his glorious name for ever: and let the whole earth be filled <i>with</i> his glory; Amen, and Amen.",""
18452,10,0,"The prayers of David the son of Jesse are ended.","The prayers of David the son of Jesse are ended.",""
18689,15,0,"Truly God is good to Israel, even to such as are of a clean heart.","Truly God is good to Israel, even to such as are of a clean heart.",""
18690,15,0,"But as for me, my feet were almost gone; my steps had well nigh slipped.","But as for me, my feet were almost gone; my steps had well nigh slipped.",""
18691,15,0,"For I was envious at the foolish, when I saw the prosperity of the wicked.","For I was envious at the foolish, <i>when</i> I saw the prosperity of the wicked.",""
18692,13,0,"For there are no bands in their death: but their strength is firm.","For <i>there are</i> no bands in their death: but their strength <i>is</i> firm.",""
18693,15,0,"They are not in trouble as other men; neither are they plagued like other men.","They <i>are</i> not in trouble <i>as other</i> men; neither are they plagued like <i>other</i> men.",""
18694,14,0,"Therefore pride compasseth them about as a chain; violence covereth them as a garment.","Therefore pride compasseth them about as a chain; violence covereth them <i>as</i> a garment.",""
18695,13,0,"Their eyes stand out with fatness: they have more than heart could wish.","Their eyes stand out with fatness: they have more than heart could wish.",""
18696,11,0,"They are corrupt, and speak wickedly concerning oppression: they speak loftily.","They are corrupt, and speak wickedly <i>concerning</i> oppression: they speak loftily.",""
18697,14,0,"They set their mouth against the heavens, and their tongue walketh through the earth.","They set their mouth against the heavens, and their tongue walketh through the earth.",""
18698,16,0,"Therefore his people return hither: and waters of a full cup are wrung out to them.","Therefore his people return hither: and waters of a full <i>cup</i> are wrung out to them.",""
18699,15,0,"And they say, How doth God know? and is there knowledge in the most High?","And they say, How doth God know? and is there knowledge in the most High?",""
18700,14,0,"Behold, these are the ungodly, who prosper in the world; they increase in riches.","Behold, these <i>are</i> the ungodly, who prosper in the world; they increase <i>in</i> riches.",""
18701,14,0,"Verily I have cleansed my heart in vain, and washed my hands in innocency.","Verily I have cleansed my heart <i>in</i> vain, and washed my hands in innocency.",""
18702,13,0,"For all the day long have I been plagued, and chastened every morning.","For all the day long have I been plagued, and chastened every morning.",""
18703,17,1,"If I say, I will speak thus; behold, I should offend against the generation of thy children.","¶If I say, I will speak thus; behold, I should offend <i>against</i> the generation of thy children.",""
18704,12,0,"When I thought to know this, it was too painful for me;","When I thought to know this, it <i>was</i> too painful for me;",""
18705,13,0,"Until I went into the sanctuary of God; then understood I their end.","Until I went into the sanctuary of God; <i>then</i> understood I their end.",""
18706,14,0,"Surely thou didst set them in slippery places: thou castedst them down into destruction.","Surely thou didst set them in slippery places: thou castedst them down into destruction.",""
18707,16,0,"How are they brought into desolation, as in a moment! they are utterly consumed with terrors.","How are they <i>brought</i> into desolation, as in a moment! they are utterly consumed with terrors.",""
18708,17,0,"As a dream when one awaketh; so, O Lord, when thou awakest, thou shalt despise their image.","As a dream when <i>one</i> awaketh; <i>so</i>, O Lord, when thou awakest, thou shalt despise their image.",""
18709,12,1,"Thus my heart was grieved, and I was pricked in my reins.","¶Thus my heart was grieved, and I was pricked in my reins.",""
18710,13,0,"So foolish was I, and ignorant: I was as a beast before thee.","So foolish <i>was</i> I, and ignorant: I was <i>as</i> a beast before thee.",""
18711,14,0,"Nevertheless I am continually with thee: thou hast holden me by my right hand.","Nevertheless I <i>am</i> continually with thee: thou hast holden <i>me</i> by my right hand.",""
18712,13,0,"Thou shalt guide me with thy counsel, and afterward receive me to glory.","Thou shalt guide me with thy counsel, and afterward receive me <i>to</i> glory.",""
18713,18,0,"Whom have I in heaven but thee? and there is none upon earth that I desire beside thee.","Whom have I in heaven <i>but thee</i>? and <i>there is</i> none upon earth <i>that</i> I desire beside thee.",""
18714,19,0,"My flesh and my heart faileth: but God is the strength of my heart, and my portion for ever.","My flesh and my heart faileth: <i>but</i> God <i>is</i> the strength of my heart, and my portion for ever.",""
18715,21,0,"For, lo, they that are far from thee shall perish: thou hast destroyed all them that go a whoring from thee.","For, lo, they that are far from thee shall perish: thou hast destroyed all them that go a whoring from thee.",""
18716,27,0,"But it is good for me to draw near to God: I have put my trust in the Lord GOD, that I may declare all thy works.","But <i>it is</i> good for me to draw near to God: I have put my trust in the Lord G<font size=""-1"">OD</font>, that I may declare all thy works.",""
18945,21,0,"O God, why hast thou cast us off for ever? why doth thine anger smoke against the sheep of thy pasture?","O God, why hast thou cast us off for ever? why doth thine anger smoke against the sheep of thy pasture?",""
18946,25,0,"Remember thy congregation, which thou hast purchased of old; the rod of thine inheritance, which thou hast redeemed; this mount Zion, wherein thou hast dwelt.","Remember thy congregation, <i>which</i> thou hast purchased of old; the rod of thine inheritance, <i>which</i> thou hast redeemed; this mount Zion, wherein thou hast dwelt.",""
18947,19,0,"Lift up thy feet unto the perpetual desolations; even all that the enemy hath done wickedly in the sanctuary.","Lift up thy feet unto the perpetual desolations; <i>even</i> all <i>that</i> the enemy hath done wickedly in the sanctuary.",""
18948,16,0,"Thine enemies roar in the midst of thy congregations; they set up their ensigns for signs.","Thine enemies roar in the midst of thy congregations; they set up their ensigns <i>for</i> signs.",""
18949,15,0,"A man was famous according as he had lifted up axes upon the thick trees.","<i>A man</i> was famous according as he had lifted up axes upon the thick trees.",""
18950,15,0,"But now they break down the carved work thereof at once with axes and hammers.","But now they break down the carved work thereof at once with axes and hammers.",""
18951,22,0,"They have cast fire into thy sanctuary, they have defiled by casting down the dwelling place of thy name to the ground.","They have cast fire into thy sanctuary, they have defiled <i>by casting down</i> the dwelling place of thy name to the ground.",""
18952,22,0,"They said in their hearts, Let us destroy them together: they have burned up all the synagogues of God in the land.","They said in their hearts, Let us destroy them together: they have burned up all the synagogues of God in the land.",""
18953,21,0,"We see not our signs: there is no more any prophet: neither is there among us any that knoweth how long.","We see not our signs: <i>there is</i> no more any prophet: neither <i>is there</i> among us any that knoweth how long.",""
18954,16,0,"O God, how long shall the adversary reproach? shall the enemy blaspheme thy name for ever?","O God, how long shall the adversary reproach? shall the enemy blaspheme thy name for ever?",""
18955,15,0,"Why withdrawest thou thy hand, even thy right hand? pluck it out of thy bosom.","Why withdrawest thou thy hand, even thy right hand? pluck <i>it</i> out of thy bosom.",""
18956,15,1,"For God is my King of old, working salvation in the midst of the earth.","¶For God <i>is</i> my King of old, working salvation in the midst of the earth.",""
18957,18,0,"Thou didst divide the sea by thy strength: thou brakest the heads of the dragons in the waters.","Thou didst divide the sea by thy strength: thou brakest the heads of the dragons in the waters.",""
18958,20,0,"Thou brakest the heads of leviathan in pieces, and gavest him to be meat to the people inhabiting the wilderness.","Thou brakest the heads of leviathan in pieces, <i>and</i> gavest him <i>to be</i> meat to the people inhabiting the wilderness.",""
18959,13,0,"Thou didst cleave the fountain and the flood: thou driedst up mighty rivers.","Thou didst cleave the fountain and the flood: thou driedst up mighty rivers.",""
18960,17,0,"The day is thine, the night also is thine: thou hast prepared the light and the sun.","The day <i>is</i> thine, the night also <i>is</i> thine: thou hast prepared the light and the sun.",""
18961,15,0,"Thou hast set all the borders of the earth: thou hast made summer and winter.","Thou hast set all the borders of the earth: thou hast made summer and winter.",""
18962,18,1,"Remember this, that the enemy hath reproached, O LORD, and that the foolish people have blasphemed thy name.","¶Remember this, <i>that</i> the enemy hath reproached, O L<font size=""-1"">ORD</font>, and <i>that</i> the foolish people have blasphemed thy name.",""
18963,23,0,"O deliver not the soul of thy turtledove unto the multitude of the wicked: forget not the congregation of thy poor for ever.","O deliver not the soul of thy turtledove unto the multitude <i>of the wicked</i>: forget not the congregation of thy poor for ever.",""
18964,19,0,"Have respect unto the covenant: for the dark places of the earth are full of the habitations of cruelty.","Have respect unto the covenant: for the dark places of the earth are full of the habitations of cruelty.",""
18965,15,0,"O let not the oppressed return ashamed: let the poor and needy praise thy name.","O let not the oppressed return ashamed: let the poor and needy praise thy name.",""
18966,15,0,"Arise, O God, plead thine own cause: remember how the foolish man reproacheth thee daily.","Arise, O God, plead thine own cause: remember how the foolish man reproacheth thee daily.",""
18967,18,0,"Forget not the voice of thine enemies: the tumult of those that rise up against thee increaseth continually.","Forget not the voice of thine enemies: the tumult of those that rise up against thee increaseth continually.",""
19201,24,0,"Unto thee, O God, do we give thanks, unto thee do we give thanks: for that thy name is near thy wondrous works declare.","Unto thee, O God, do we give thanks, unto thee do we give thanks: for that thy name is near thy wondrous works declare.",""
19202,10,0,"When I shall receive the congregation I will judge uprightly.","When I shall receive the congregation I will judge uprightly.",""
19203,17,0,"The earth and all the inhabitants thereof are dissolved: I bear up the pillars of it. Selah.","The earth and all the inhabitants thereof are dissolved: I bear up the pillars of it. Selah.",""
19204,17,0,"I said unto the fools, Deal not foolishly: and to the wicked, Lift not up the horn:","I said unto the fools, Deal not foolishly: and to the wicked, Lift not up the horn:",""
19205,13,0,"Lift not up your horn on high: speak not with a stiff neck.","Lift not up your horn on high: speak <i>not with</i> a stiff neck.",""
19206,15,1,"For promotion cometh neither from the east, nor from the west, nor from the south.","¶For promotion <i>cometh</i> neither from the east, nor from the west, nor from the south.",""
19207,13,0,"But God is the judge: he putteth down one, and setteth up another.","But God <i>is</i> the judge: he putteth down one, and setteth up another.",""
